GISP2 Ions: Deep (D) Core

REFERENCE: 

Mayewski, P.A., L.D. Meeker, M.S. Twickler, S.I. Whitlow, Q. Yang, W.B.
Lyons, and M. Prentice. 1997. Major features and forcing of high-latitude
northern hemisphere atmospheric circulation using a 110,000-year-long
glaciochemical series. Journal of Geophysical Research 102:26345-26366.

Taylor, K.C., P.A. Mayewski, M.S. Twickler, and S.I. Whitlow. 1996. Biomass
burning recorded in the GISP2 ice core: A record from eastern Canada? The
Holocene 6(1):1-6.

Yang, Q., P.A. Mayewski, S.I. Whitlow, M.S. Twickler, M.C. Morrison, R.W.
Talbot, J.E. Dibb, and E. Linder. 1995. Global perspective of nitrate flux
in ice cores. Journal of Geophysical Research 100:5113-5121.

Mayewski, P.A., W.B. Lyons, M.J. Spencer, M.S. Twickler, C.F. Buck, and
S.I. Whitlow. 1990. An ice core record of atmospheric response to
anthropogenic sulphate and nitrate. Nature 346:554-556.

DATA DESCRIPTION: 

This is the ion data set produced by the Glacier Research Group for the
GISP2 D core, from 2 - 3040 m depth. Meters 2 to 96 is B core data.  The
remainder of the data is from the D core.  Concentration values for each
sample are listed along with the top and bottom depth for each sample. 
Depths are in meters, concentrations in micrograms/kilogram (ppb).  Refer
to the file detiond.dat for more details on the upper 96 meter processing. 
D core samples were mechanically cleaned between 96-710m and 1370-1510m. 
All other samples were melted using a teflon coated aluminium apparatus
which melted the center portion from a 3.5 x 3.5 cm section of ice. 

DATA:

DEPTH	(m)	IONS								AGE (yr BP)	
Top	Bottom	Na_ppb	NH4_ppb	K_ppb	Mg_ppb	Ca_ppb	Cl_ppb	NO3_ppb	SO4_ppb	Top	Bottom

1106.85	1107	5.35	4.68	0.89	2.18	9.96	14.5	72.84	49.77	5839.2	5840.2
1107.05	1107.34	9.11	26.1	2.46	1.7	9.33	20.1	104.1	35.25	5840.6	5843.0
1107.34	1107.63	9.83	26.6	2.28	2.41	13.5	19.7	93.68	40.03	5843.0	5845.8
1107.63	1107.92	5.26	3.87	0.64	1.2	5	11.6	57.06	29.76	5845.8	5848.3
1107.92	1108.21	5.72	9.05	0.78	1.5	5.94	14.4	83.3	30.01	5848.3	5850.5
1108.6	1108.78	5.08	5.11	0.98	3.21	13.4	7	73.1	172.13	5853.5	5855.1
1108.78	1108.91	9.88	7.5	1.15	2.87	10.8	21.7	89.45	106.63	5855.1	5855.7
1109.07	1109.36	6.6	4.08	1.85	1.92	10.5	13.3	79.46	36.87	5856.9	5858.9
1109.65	1109.94	7.54	4.31	0.91	2.25	12.1	14.9	78.85	36.25	5861.1	5863.3
1110	1110.23	2.65	5.85	1.06	1.27	6.55	6.83	84.54	36.3	5863.8	5865.7
1110.23	1110.51	4.13	9.82	0.93	1.25	5.19	11.3	81.06	30.48	5865.7	5867.9
1110.66	1110.74	1.57	7.49	1.57	1.66	4.68	7.19	106.7	36.01	5869.3	5869.8
1110.8	1111	4.44	8.76	0.8	2.23	5.07	7.8	61.12	28.22	5870.3	5871.7
1111.2	1111.41	3.47	4.96	0.97	1.83	8.01	11.1	79.38	103.81	5873.2	5875.0
1111.42	1111.67	5.76	4.81	0.77	2.4	13.5	11.2	68.96	82.45	5875.1	5876.6
1111.67	1111.92	4.02	6.77	0.57	1.34	7.31	8.97	78.22	29.99	5876.6	5878.5
1112	1112.24	6.95	11.1	1.94	2.22	12.3	14.2	93.34	33.62	5879.1	5880.7
1112.31	1112.48	4.8	34.4	1.97	1.56	7.19	10.7	107.6	36.93	5881.3	5882.5
1112.53	1112.82	4.69	6.97	0.81	2.17	9.51	10.5	86.88	38.41	5882.8	5885.0
1112.82	1113.1	3.17	42.5	1.36	1.68	9.07	9.18	110.9	40.18	5885.0	5887.2
1113.1	1113.39	6.78	11.1	0.94	2.27	16.6	11.4	74.95	30.81	5887.2	5889.6
1113.41	1113.68	2.37	17.3	1.47	1.44	9.32	8.94	120.8	34.28	5889.7	5891.6
1113.68	1113.96	5.89	6.67	0.91	1.57	5.56	11.7	77.97	32.25	5891.6	5893.8
1113.96	1114.25	6.85	11.8	1.34	1.45	11.4	8.44	67.91	39.38	5893.8	5895.7
1114.25	1114.54	3.58	23.2	1.04	1.76	10.8	7.74	75.44	50.27	5895.7	5898.3
1114.57	1114.82	4.99	7.18	0.64	2.13	7.07	11.5	76.52	41.37	5898.5	5900.2
1114.88	1115.11	3.35	14.2	0.82	2.34	9.32	13.6	85.29	48.82	5900.6	5902.1
1115.11	1115.36	2.45	7.72	0.6	1.2	18.5	3.98	67.25	35.67	5902.1	5903.8
1115.52	1115.68	4.91	6.24	0.4	1.69	5.31	11	77.71	107.36	5905.2	5906.4
1115.68	1115.97	3.03	6.14	0.53	0.94	4.33	6.07	68.45	24.75	5906.4	5908.8
1115.97	1116.26	3.69	9.7	0.85	1.78	7.81	6.87	86.65	34.39	5908.8	5910.8
1116.26	1116.54	5.63	6.2	0.65	1.44	4.7	10.9	78.14	26.39	5910.8	5912.8
1116.54	1116.83	5.8	13	0.64	1.86	5.72	12.3	65.24	31.22	5912.8	5915.1
1116.83	1117.11	2.03	7.72	0.8	1.36	6.11	5.99	74.02	27.81	5915.1	5917.3
1117.28	1117.4	8.68	9.16	1.01	2.14	7.89	20	47.13	28.85	5918.8	5919.7
1117.49	1117.65	4.31	10.2	0.58	1.87	8.02	9.63	65.97	29.74	5920.4	5921.7
1117.68	1117.97	6.08	11.2	1.76	1.96	8.81	13.9	88.1	39.46	5922.0	5924.2
1118.06	1118.26	5.29	12	1.12	2.03	9.42	22.9	71.44	171.34	5924.8	5926.3
1118.26	1118.54	7.52	8.45	1.53	1.81	8.3	16.4	53	28.35	5926.3	5928.3
1118.58	1118.77	7.75	6.6	0.88	2.14	11.5	19.5	56.13	29.44	5928.5	5929.8
1118.85	1119.11	8.33	8.3	1.54	1.83	12.7	17.6	69.73	33.49	5930.4	5932.6
1119.11	1119.4	5.22	11.8	2	1.92	13.6	9.82	79.5	35.55	5932.6	5934.8
1119.4	1119.68	4.35	15.3	1.51	1.6	7.93	11.8	69.25	35.74	5934.8	5936.9
1119.68	1119.97	3.95	7.55	0.96	1.68	7.61	12.6	67.95	51.38	5936.9	5939.1
1119.97	1120.25	3.83	16.8	1.63	1.7	7.71	8.05	99.01	28.86	5939.1	5941.2
1120.25	1120.54	3.76	5.99	0.74	1.51	7.34	9.91	70.89	28.43	5941.2	5943.4
1120.54	1120.82	4.75	7.07	0.92	1.9	12.9	11.2	80.68	41.62	5943.4	5945.5
1120.82	1121.11	3.54	9.98	0.83	1.22	5.56	9.21	75.76	24.61	5945.5	5947.9
1121.39	1121.67	4.43	8.46	1.62	1.91	18.2	9.65	83.65	26.91	5949.8	5952.1
1121.7	1121.96	4.59	9.58	0.88	1.63	9.51	9.31	78.89	28.47	5952.3	5954.1
1121.96	1122.24	6.9	4.55	1.79	1.65	10.2	8.69	48.58	33	5954.1	5956.2
1122.24	1122.53	8.99	9.29	1.03	2.54	16.4	16.1	58.99	60.78	5956.2	5958.3
1122.53	1122.81	5.25	8.03	1.09	3	20.7	9.06	69.49	167.37	5958.3	5960.7
1122.81	1123	10.7	12.1	1.84	2.45	15.9	17.2	76.59	46.39	5960.7	5962.3
1123.09	1123.38	4.99	5.05	1.05	1.92	13.4	9.94	71.88	35.53	5962.9	5965.0
1123.38	1123.63	6.83	6.16	1.23	1.94	19.5	15.8	81.24	28.34	5965.0	5967.1
1123.66	1123.78	3.61	6.92	0.89	1.71	8.5	15.4	82	27.69	5967.3	5968.0
1124	1124.23	13.6	7.12	5.89	2.54	27.5	25.4	89.45	39.1	5969.8	5971.6
1124.58	1124.8	3.71	9.22	1	1.02	6.46	8.67	79.74	20.77	5973.8	5975.3
1124.8	1125.08	7.05	14.2	1.49	3.04	10.9	16.6	74.83	36.21	5975.3	5977.3
1125.17	1125.36	6.59	6.05	1.07	2.09	14.4	12.4	64.86	31.06	5978.1	5979.5
1125.36	1125.64	5.04	9.04	1	1.62	8.37	10.7	66.13	28.66	5979.5	5981.7
1125.64	1125.93	3.41	10.5	0.96	1.7	10.6	7.16	69.94	31.18	5981.7	5982.9
1125.93	1126.21	6.09	4.3	0.99	2.45	9.67	48.8	61.61	347.76	5982.9	5984.6
1126.21	1126.49	6.98	5.04	1.24	1.65	7.61	12.5	55.47	26.17	5984.6	5987.0
1126.56	1126.76	5.3	4.66	1.18	1.56	5.75	19.3	88.76	183.72	5987.7	5989.0
1126.76	1127.06	8.39	8.57	2.18	1.82	8.45	16	78.21	32.29	5989.0	5991.7
1127.06	1127.34	7.59	4.04	1.95	1.59	6.14	18.6	69.77	36.01	5991.7	5993.9
1127.34	1127.62	8.94	8.72	1.06	1.58	4.56	16.3	62.7	30.49	5993.9	5995.9
1127.62	1127.91	5.85	4.47	0.58	1.73	5.77	15.5	62.28	37.28	5995.9	5997.9
1127.91	1128.19	4.21	5.37	1.08	1.74	7.11	10.1	84.65	57.13	5997.9	6000.2
1128.19	1128.47	4.17	9.44	0.89	1.51	5.94	10.6	74.71	27.95	6000.2	6002.3
1128.75	1129.03	9.08	8.88	1.01	2.34	9.88	17.7	71.03	31.74	6004.3	6006.4
1129.03	1129.32	5.78	6.38	1.21	1.63	6.47	11.9	70.62	24.89	6006.4	6008.9
1129.75	1129.81	8.3	6.05	0.77	2.93	12.8	19.2	74.92	74.41	6012.0	6012.5
1130	1130.159	3.3	10.3	0.81	1.48	8.03	9.63	74.71	30.02	6013.9	6015.2
1130.159	1130.441	8.28	13.9	1.81	2.24	10.4	20.8	86.21	43.36	6015.2	6017.6
1130.51	1130.722	3.64	5.14	0.83	1.72	6.83	10.3	71.85	38.31	6018.2	6019.6
1130.722	1130.98	3.92	12	1.43	1.72	7.35	8.46	81.07	34.42	6019.6	6021.2
1131.003	1131.284	3.47	7.82	0.91	1.77	6.7	10.6	95.09	39.66	6021.4	6023.7
1131.33	1131.565	3.39	5.11	0.66	1.73	8.03	8.2	90	37.81	6024.1	6026.0
1131.565	1131.846	3.98	3.91	0.71	2.83	10.2	10.9	76.99	67.17	6026.0	6028.1
1131.92	1132.127	2.06	6.8	0.68	1.48	4.88	5.48	82.26	35.58	6028.8	6030.6
1132.127	1132.31	3.76	6.29	0.88	1.51	4.8	9.37	82.61	39.06	6030.6	6031.8
1132.45	1132.56	5.68	3.58	0.49	1.57	4.59	11.7	82.45	37.73	6032.9	6033.8
1132.74	1132.92	3.33	5.89	0.68	1.2	3.36	7.33	72.96	21.61	6035.3	6036.3
1133.21	1133.5	4.88	8.91	0.69	1.57	5.6	12.3	85.9	28.82	6038.3	6040.4
1133.5	1133.78	5.92	5.93	1.13	2.1	8.3	14	106.2	43.6	6040.4	6042.3
1133.78	1134.04	5.48	6.38	0.82	1.35	5.21	14.5	90.04	29.18	6042.3	6044.6
1134.15	1134.36	4.04	6.76	0.56	1.84	6.52	10.8	80.18	70.72	6045.6	6047.4
1134.36	1134.47	3.96	4.22	0.42	1.2	4.15	8.55	84.48	91.23	6047.4	6048.2
1134.64	1134.93	4.41	6.07	0.73	1.37	3.98	11.3	79.79	31.9	6049.6	6051.7
1135	1135.09	4.68	3.51	0.43	1.99	7.5	10.6	73.36	27.13	6052.2	6052.9
1135.22	1135.5	5.6	5.96	0.84	1.7	6.35	12.6	78.22	33.42	6054.2	6056.5
1135.5	1135.7	4.28	7.19	1.51	1.17	4.99	9.17	81.09	31.33	6056.5	6057.9
1135.79	1136.08	3.1	9.66	0.65	1.73	7.22	10.2	95.61	25.59	6058.6	6061.0
1136.17	1136.33	5.39	16.7	1.14	1.83	8.68	14.3	101.1	36.47	6061.7	6063.1
1136.36	1136.65	5.85	7.56	1.08	1.85	7.56	12.9	76.47	27.63	6063.3	6065.3
1136.65	1136.94	6.98	4.33	0.91	2	7.01	14.4	86.61	23.05	6065.3	6067.6
1136.94	1137	2.64	5.54	0.44	0.94	3.25	5.19	73.57	20.62	6067.6	6068.2
1137.22	1137.51	7.52	6.47	0.99	1.91	8.83	15	68.86	20.82	6069.6	6072.0
1137.6	1137.79	4.48	8.34	0.65	2	7.13	12.8	95.89	54.59	6072.8	6074.4
1137.79	1138	7.04	7.41	0.83	2.45	13.5	15.4	73.39	39.55	6074.4	6075.9
1138.08	1138.37	4.21	7.08	0.66	1.78	7.04	9.29	75.52	26.05	6076.5	6079.1
1138.44	1138.62	3.06	4.55	0.57	1.07	5.16	5.34	71.8	22.09	6079.6	6081.0
1138.65	1138.89	6.75	7.92	0.78	2.05	8.68	16.1	80.38	42.09	6081.2	6082.7
1138.94	1139.18	4.33	7.72	0.96	1.46	9.48	11.1	96.75	40.39	6083.0	6085.0
1139.24	1139.51	5.96	8.24	1.46	2.08	12.7	13.8	104.8	30.55	6085.5	6087.8
1139.51	1139.67	5.11	15.9	0.6	1.79	6.49	11.8	85.88	34.18	6087.8	6089.2
1139.93	1140	3.5	10.1	0.87	1.97	12.5	11.2	105	31.05	6091.4	6092.2
1140.16	1140.34	3.39	6.48	0.64	1.23	3.72	10.2	82.2	34.96	6093.5	6095.0
1140.38	1140.65	2.54	7.49	0.82	1.3	5.5	7.32	74.29	29.82	6095.4	6097.7
1140.65	1140.94	4.25	3.25	0.61	1.82	7.84	9.77	83.32	27.57	6097.7	6100.2
1141	1141.23	4.86	7.38	0.68	2.25	12	9.96	72.77	28.35	6100.7	6102.7
1141.28	1141.51	7.45	7.4	1.28	1.61	10.7	16.2	85.23	33.6	6103.1	6104.5
1141.52	1141.8	7.45	5.09	0.57	1.78	5.89	16	64.66	25.42	6104.6	6106.6
1141.8	1142	3.66	5.28	0.64	2	7.51	10.9	88.95	41.8	6106.6	6108.3
1142.27	1142.37	8.4	7.14	0.73	2.46	7.03	19	80.77	35.09	6110.3	6111.2
1142.37	1142.65	5.2	6.26	0.48	1.27	4.02	13.6	81.22	28.78	6111.2	6113.8
1142.68	1142.94	3.61	6.63	0.77	1.68	7.84	7.81	79.38	39.02	6114.1	6116.4
1142.94	1143.14	4.73	3.53	0.61	1.6	5.2	8.85	66.06	40.14	6116.4	6118.1
1143.22	1143.51	9.58	9.17	1.37	2.11	7.66	18.1	73.73	31.15	6118.8	6120.9
1143.51	1143.8	3.79	5.18	0.55	1.35	5.2	9.7	75.4	23.81	6120.9	6122.8
1143.8	1144.08	5.39	7.49	1.37	1.05	5.2	9.21	88.36	32.21	6122.8	6125.1
1144.08	1144.37	7.32	22.7	1.38	1.26	6.71	10.4	78.55	33.95	6125.1	6127.5
1144.37	1144.65	8.64	31.1	2.95	2.46	13.4	15.8	108.3	45.73	6127.5	6129.4
1144.65	1144.94	4.59	13.2	1.17	1.47	6.72	11.8	87.31	31.84	6129.4	6131.5
1145	1145.11	1.9	6.41	0.61	0.84	3.01	4.38	48.3	30.8	6131.9	6132.8
1145.22	1145.51	5.73	5.78	1.03	2.03	9.58	14.1	69.7	35.05	6133.6	6136.3
1145.51	1145.79	3.62	11	0.72	1.22	5.78	11.3	78.09	21.99	6136.3	6138.9
1145.79	1146.08	2.84	7.12	0.7	1.33	6.37	8.33	87.88	30.45	6138.9	6141.2
1146.08	1146.36	5.42	7.28	0.91	2.37	10.3	15.9	96.15	36	6141.2	6143.2
1146.36	1146.65	3.99	8.3	1.09	1.38	3.52	12	85.78	45.75	6143.2	6145.5
1146.71	1146.93	4.09	9.5	0.75	1.49	6.6	10.3	76.71	29.2	6145.9	6147.4
1147	1147.15	4.52	5.5	0.7	1.37	3.89	12.5	58.66	26.8	6147.9	6149.0
1147.28	1147.5	3.79	8.29	0.9	1.8	8.03	11.8	96.69	37.62	6150.0	6151.6
1147.5	1147.79	2.39	14.7	0.85	1.01	5.45	7.38	83.84	25.94	6151.6	6153.5
1147.79	1148	4.61	16.7	0.8	1.55	7.41	10.9	74.7	29.79	6153.5	6155.0
1148.09	1148.36	4.7	6.09	1.62	1.3	4.8	9.8	68.5	35.78	6155.6	6157.5
1148.36	1148.64	4.36	9.34	1.28	2	9.65	9.2	87.06	35.05	6157.5	6159.3
1148.64	1148.93	5.3	8.54	0.68	1.6	3.54	11	58.46	21.43	6159.3	6161.3
1148.93	1149.21	12.5	11.7	5.55	1.32	6.06	25.5	89.46	40.41	6161.3	6162.9
1149.21	1149.41	8.68	7.11	1.65	2.11	9.36	17.6	79.01	36.92	6162.9	6164.6
1149.49	1149.78	7.5	6.32	2.43	2.39	8.83	14.5	85.69	35.93	6165.3	6167.6
1149.78	1150.06	4.27	7.79	0.88	2.2	7.41	12	100.3	56.32	6167.6	6169.2
1150.06	1150.29	4.77	5.12	1.07	1.55	5.57	10.8	70.01	48.5	6169.2	6170.9
1150.35	1150.63	3.69	5.02	0.71	1.01	3.14	7.45	68.09	21.66	6171.4	6173.4
1150.63	1150.92	8.19	42.2	1.31	2.4	11	16	114.5	34.87	6173.4	6176.0
1150.92	1151.2	8.57	4.99	0.97	2.19	7.11	17.2	70.2	28.74	6176.0	6178.2
1151.24	1151.4	4.13	17.8	0.95	2.02	8.02	11.7	105.6	46.3	6178.5	6179.8
1151.53	1151.69	2.96	12	0.84	1.48	6.25	7.77	83.56	32.22	6181.1	6182.3
1151.77	1151.96	4.42	8.27	1.06	1.94	11.5	11	94.01	30.82	6182.9	6184.5
1152.05	1152.3	8.51	5.87	1.05	2.52	14.7	19.1	81.06	45.34	6185.3	6187.1
1152.34	1152.62	3.57	28.8	0.69	1.64	7.96	8.97	82.81	35.4	6187.5	6189.9
1152.62	1152.91	10.1	10.7	1.46	3.18	20.2	20.3	80.81	44.98	6189.9	6192.4
1153.23	1153.47	5.48	6.66	0.65	1.68	6.75	12.5	87.64	30.28	6195.2	6197.3
1153.47	1153.76	4.69	25.5	1.01	2.41	10.3	13.7	84.86	32.34	6197.3	6199.6
1153.76	1154.04	8.36	5.6	0.81	1.79	6.05	15.5	62.85	35.46	6199.6	6201.7
1154.04	1154.24	4.81	8.23	0.99	1.45	6.98	10.8	86.78	28.06	6201.7	6203.4
1154.33	1154.61	6.37	13	1.2	2.26	9.83	14.8	84.42	40.61	6204.1	6206.2
1154.61	1154.84	6.03	7.6	2.07	2.09	9.52	9.88	81.4	38.94	6206.2	6208.0
1154.89	1155.17	3.87	10.4	1.04	1.45	6.52	10.5	89.25	39.03	6208.4	6210.1
1155.23	1155.46	3.67	21.5	1.42	1.42	7.49	11.3	88.89	60.06	6210.7	6212.5
1155.46	1155.74	5.55	12	0.86	1.86	7.8	12.9	76.09	31.65	6212.5	6214.9
1155.74	1156.03	5.54	13.8	0.8	1.63	4.72	12.4	72.59	105.99	6214.9	6217.1
1156.03	1156.29	4.74	7.02	0.71	1.86	6.96	10.7	77.77	35.19	6217.1	6219.2
1156.45	1156.6	3.65	5.55	0.72	1.28	4.92	8.32	76.79	24.77	6220.5	6221.6
1156.6	1156.88	5.03	12.2	0.81	1.69	7.49	12.7	92.9	34.76	6221.6	6223.7
1156.88	1157.1	4.89	9.89	1.5	2.23	11.8	11.3	86.16	38.71	6223.7	6225.8
1157.16	1157.45	6.52	21.7	1.48	1.95	9.67	15.5	82.68	39.8	6226.4	6228.7
1157.5	1157.67	6.47	6.8	0.57	2.35	10.1	14.1	86.41	34.81	6229.1	6230.5
1157.73	1157.98	3.75	8.55	0.74	1.67	6.03	11.2	83.5	34.46	6231.0	6233.1
1158.07	1158.29	4.52	10.7	0.68	1.56	7.26	11.8	98.21	31.48	6233.7	6235.5
1158.3	1158.58	4.5	6.86	0.57	1.38	7.87	11	66.32	24.4	6235.6	6237.9
1158.64	1158.86	3.15	25.3	0.5	1.44	8.96	8.88	88.09	24.5	6238.3	6240.1
1158.86	1159.1	4.99	6.18	0.65	2.17	9.54	13	81.8	35.98	6240.1	6242.5
1159.15	1159.4	3.19	8.35	0.85	1.49	10.4	9.13	72	29.66	6243.0	6245.0
1159.44	1159.71	6.52	3.77	0.75	1.56	9.81	6.95	67.08	26.69	6245.3	6247.6
1159.71	1159.99	6.35	8.07	0.76	2.19	10.7	13.8	74.89	31.28	6247.6	6249.8
1160.04	1160.28	8.8	3.33	1.25	1.71	4.55	15.9	56.25	19.51	6250.3	6252.1
1160.38	1160.56	5.36	7.17	0.79	2.53	11.5	11.1	78.07	36.66	6252.9	6254.5
1160.56	1160.84	3.67	8.78	0.89	1.59	8.08	9.17	85.65	26.58	6254.5	6256.8
1160.92	1161.08	7.27	5.17	0.51	1.81	5.69	14.1	70.55	54.15	6257.4	6258.7
1161.13	1161.27	4.73	10.3	0.65	1.45	9.23	11.6	94.62	29.31	6259.1	6260.2
1161.49	1161.69	6.37	7.22	0.63	1.75	6.94	14.6	82.23	31.54	6261.9	6263.7
1161.69	1161.97	5.63	17.1	0.81	2	7.79	12.7	83.69	49.84	6263.7	6265.9
1161.97	1162.26	3.39	7.05	0.75	1.63	10.4	8.97	78	26.28	6265.9	6268.8
1162.26	1162.54	4.49	5.35	0.86	1.52	6.1	11.3	79.2	26.27	6268.8	6270.9
1162.54	1162.82	6.66	6.58	1.41	2.31	11.1	15.4	91.03	38.16	6270.9	6273.0
1162.82	1163	4.64	6.22	1.54	1.07	6.06	9.82	57.13	24.44	6273.0	6274.4
1163.11	1163.39	10.3	5.01	1.07	3.01	14	22.9	85.81	62.27	6275.3	6277.5
1163.39	1163.67	5.77	4.61	0.52	1.7	12.4	10.2	78.14	42.3	6277.5	6279.9
1163.67	1163.7	3.58	5.24	0.5	1.45	6.64	7.92	54	25.16	6279.9	6280.1
1164	1164.24	6.37	4.53	0.62	1.73	7.4	13.1	72.56	47.31	6282.3	6283.9
1164.24	1164.52	2.52	9.65	0.62	1.64	8.86	7.34	71.96	45.42	6283.9	6286.1
1164.52	1164.78	8.73	4.1	0.68	1.88	8.37	16.3	72.06	40.97	6286.1	6288.2
1164.8	1165	6.06	3.76	0.42	2.06	7.67	12.4	74.66	47.47	6288.4	6289.7
1165.16	1165.37	3.91	9.73	0.42	2.3	8.83	8.07	66.18	41.39	6291.1	6292.6
1165.7	1165.93	8.25	4.49	0.54	2.29	7.46	16.9	81.05	51.11	6294.6	6296.3
1166.09	1166.21	3.52	5.96	0.61	1.94	8.27	12.1	90.33	40.19	6297.7	6298.7
1166.21	1166.49	4.62	15.3	0.8	1.88	10.9	11.8	105.1	40.39	6298.7	6301.0
1166.49	1166.75	5.86	6.54	0.63	1.49	7.34	13.1	55.69	22.32	6301.0	6302.9
1166.81	1167.05	4.49	7.38	0.57	1.35	6.69	11.3	73.12	25.47	6303.3	6305.4
1167.06	1167.34	9.83	21.5	0.94	2.29	10.4	19.1	91.08	27.25	6305.5	6308.0
1167.34	1167.61	3.9	10.3	0.66	1.52	8.45	9.34	82.94	30.59	6308.0	6310.0
1167.74	1167.9	4.62	13.9	0.95	2.41	11.8	11	69	33.91	6311.2	6312.5
1168	1168.14	8.82	5.1	0.61	1.76	5.15	16.6	64.53	47.89	6313.4	6314.6
1168.19	1168.44	3.81	6.22	0.5	1.64	7.58	8.91	69.93	28.32	6315.0	6317.1
1168.49	1168.75	6.52	23.1	1.92	2.11	13.4	12.8	71.36	35.01	6317.3	6319.2
1168.75	1169	4.68	12.6	0.91	1.41	7.26	10.6	77.26	32.9	6319.2	6321.2
1169.1	1169.25	3.83	14.8	1.16	0.92	4.27	10.2	83.03	25.78	6321.9	6323.2
1169.33	1169.57	4.41	10.3	0.57	1.95	9.5	12.2	81.81	33.23	6323.7	6325.3
1169.62	1169.88	4.81	12.7	0.68	1.52	5.6	11.6	72.13	23.89	6325.8	6327.9
1169.91	1170.16	4.34	7.18	0.64	1.65	7.74	10.7	75.56	33	6328.1	6329.8
1170.16	1170.44	4.55	7.04	0.57	1.5	4.9	11.2	80.6	31.08	6329.8	6332.1
1170.44	1170.72	4.45	9.25	0.75	1.77	6.26	11.7	93.41	26.89	6332.1	6334.4
1170.72	1171	8.14	2.57	0.49	1.78	6.66	15.8	63.96	24.39	6334.4	6336.9
1171	1171.28	3.23	15.8	0.92	1.62	6.46	11	94.67	37.67	6336.9	6338.8
1171.28	1171.57	2.36	21.2	0.74	1.17	7.13	8.59	89.63	27.04	6338.8	6340.9
1171.57	1171.85	5.65	6.53	0.7	2.1	10.7	13.3	82.78	45.65	6340.9	6343.2
1171.85	1172.13	6.26	8.25	1.05	2.64	11.5	13.2	92.88	70.88	6343.2	6345.3
1172.3	1172.41	2.8	18.4	0.77	1.5	7.45	7.37	86.65	28.16	6346.5	6347.3
1172.47	1172.69	6.97	5.28	0.55	1.45	4.39	15	64.71	23.41	6347.8	6349.6
1172.69	1172.97	5.48	9.23	0.84	1.65	7.42	14.3	93.44	29.16	6349.6	6351.8
1172.97	1173.25	6.77	7.18	0.73	2.19	8.69	16.2	80	35.68	6351.8	6353.7
1173.25	1173.53	6.69	27.7	0.97	1.65	4.63	15.1	92.28	49.09	6353.7	6355.6
1173.53	1173.74	7.4	13.2	0.66	1.97	5.41	16.7	89.82	47.99	6355.6	6357.1
1174	1174.1	4.18	7.3	1.08	4.37	17.9	11.7	94.92	217.06	6359.5	6360.4
1174.1	1174.38	3.29	17.6	0.94	1.49	7.55	10.1	81.93	32.8	6360.4	6362.5
1174.38	1174.66	3.35	11.9	0.53	1.58	7.62	7.71	71.2	33.91	6362.5	6364.8
1174.94	1175.22	4.67	13.8	0.78	2.04	10.1	13.8	106.8	33.32	6367.0	6369.2
1175.22	1175.5	2.66	3.29	0.49	1.52	6.83	5.85	77.81	27.64	6369.2	6371.3
1175.5	1175.78	5.23	6.97	0.8	3.32	14.5	19.1	73.63	57.35	6371.3	6373.5
1175.78	1175.93	11	5.64	1.09	3.34	11.5	20.9	86.13	38.7	6373.5	6374.6
1176.12	1176.34	3.89	14	0.6	1.3	10	9.18	72.97	25.94	6376.2	6377.9
1176.34	1176.62	4.62	9.48	0.62	1.77	10.8	12.3	81.53	29.19	6377.9	6379.7
1176.62	1176.91	5.44	14.1	0.68	1.5	6.88	11.9	73.29	29.01	6379.7	6381.6
1177.06	1177.19	2.39	4.55	0.48	1.27	4.86	6.54	64.7	23.27	6382.6	6383.5
1177.19	1177.47	6.9	9.72	1.13	3.06	14.5	13.8	83.73	101.11	6383.5	6385.7
1177.47	1177.75	4.44	6.3	0.73	1.75	8.09	10.8	75.61	44.41	6385.7	6388.1
1177.83	1178.03	10.4	7.7	0.93	2.39	6.49	21.1	69.36	33.4	6388.5	6390.1
1178.61	1178.78	5.17	7.77	0.6	2.41	9.36	11.4	84.87	192.76	6395.0	6396.4
1178.87	1179.13	2.37	18.1	0.87	0.99	6.01	9.95	92.75	31.27	6397.0	6399.2
1179.24	1179.43	4.35	34.7	0.93	1.6	8.16	10.8	87.24	33.23	6400.3	6402.0
1179.47	1179.68	7.6	16	0.68	2.04	9.21	16.7	74.46	36.41	6402.3	6403.9
1179.75	1179.95	4.76	7.96	0.73	2.65	11.4	13.2	94.14	48.96	6404.5	6406.0
1180.27	1180.43	5.85	24.9	1.06	1.85	10.2	11.2	78.29	27.52	6408.6	6409.9
1182.68	1182.92	5.6	13.1	0.33	1.8	6.83	15.7	65.18	30.12	6427.8	6429.4
1182.95	1183.11	4.43	11.1	0.6	1.82	6.23	11.5	85.57	29.79	6429.6	6431.2
1183.26	1183.51	4.64	6.05	0.5	1.57	7.51	9.91	70.43	25.85	6432.4	6434.4
1183.51	1183.79	6.43	4.15	0.58	2	7.98	13.3	73.78	28.12	6434.4	6436.4
1184.02	1184.19	5.58	2.95	0.55	1.36	7.97	10.2	58.79	31.84	6438.2	6439.5
1184.19	1184.47	5.61	5.74	1.1	1.77	7.77	17.9	78.62	72.88	6439.5	6441.6
1184.59	1184.75	2.23	9.91	1.65	1.02	6.32	9.1	96.36	24.05	6442.7	6443.9
1184.75	1185.03	3.32	8.32	0.51	1.42	5.05	9.28	78.72	26.41	6443.9	6446.4
1185.03	1185.31	5.27	6.43	0.56	1.86	6.63	13.4	87.12	30.15	6446.4	6448.5
